Time,step,pos_x,pos_y,action,reward,episode_reward
2019年11月16日10:45:33,0,0,45,10,-10.0,-10.0
2019年11月16日10:45:40,1,0,45,0,-10.0,-20.0
2019年11月16日10:45:47,2,0,45,0,-10.0,-30.0
2019年11月16日10:45:54,3,0,45,4,-10.0,-40.0
2019年11月16日10:46:00,4,0,45,5,-10.0,-50.0
2019年11月16日10:46:06,5,0,45,6,-10.0,-60.0
2019年11月16日10:46:11,6,0,45,1,-10.0,-70.0
2019年11月16日10:50:18,0,15.0,35.666666666666664,8,-4.255654674027028,-4.255654674027028
2019年11月16日10:50:23,1,15.921875,28.666666666666668,11,-9.20458977589584,-13.460244449922868
2019年11月16日10:50:29,2,31.333333333333332,25.5,1,5.071602650518059,-8.388641799404809
2019年11月16日10:50:36,3,37.666666666666664,29.0,0,-4.516619900574568,-12.905261699979377
2019年11月16日10:50:42,4,33.19023640950521,24.5,1,-10.0,-22.905261699979377
2019年11月16日10:50:48,5,20.166666666666668,3.0,0,-25.74879961506511,-48.65406131504449
2019年11月16日10:50:54,6,22.833333333333332,3.5,7,-7.354559731517497,-56.008621046561984
2019年11月16日10:51:00,7,28.3000005086263,15.333333333333334,1,-3.3826098873162778,-59.39123093387826
2019年11月16日10:51:05,8,20.044999440511067,14.0,11,-18.800853447890404,-78.19208438176867
2019年11月16日10:51:12,9,32.18316904703776,10.833333333333334,10,2.651701237798278,-75.54038314397039
2019年11月16日10:51:19,10,20.5,3.1666666666666665,10,-22.101010648688458,-97.64139379265885
2019年11月16日10:51:25,11,18.817896525065105,3.096912384033203,9,-10.0,-107.64139379265885
2019年11月16日10:51:32,12,12.655982971191406,5.0,2,-24.692841668665153,-132.334235461324
2019年11月16日10:51:38,13,25.5,4.0,0,2.4314022155270436,-129.90283324579696
2019年11月16日10:51:45,14,57.166666666666664,2.0,0,25.784882462433927,-104.11795078336303
2019年11月16日10:51:51,15,54.14738464355469,2.5,1,-18.031736691557427,-122.14968747492046
2019年11月16日10:51:57,16,70.02891031901042,3.3333333333333335,0,9.574495605979337,-112.57519186894112
2019年11月16日10:52:04,17,81.38889058430989,34.86111195882162,0,5.672065399146561,-106.90312646979456
2019年11月16日10:52:11,18,92.31783040364583,9.833333333333334,0,4.023986831731975,-102.87913963806258
2019年11月16日10:52:16,19,92.33333333333333,9.833333333333334,1,-10.0,-112.87913963806258
2019年11月16日10:52:24,20,92.0,0.5,0,-12.261975816131212,-125.1411154541938
2019年11月16日10:52:30,21,95.16666666666667,1.8333333333333333,0,2.965175309882028,-122.17594014431177
2019年11月16日10:52:37,22,92.33333333333333,0.3333333333333333,4,-11.60996240085413,-133.7859025451659
2019年11月16日10:52:43,23,92.03902180989583,14.00229517618815,1,8.060656424414361,-125.72524612075154
2019年11月16日10:52:48,24,73.85348002115886,23.666666666666668,9,-26.86206997696422,-152.58731609771576
2019年11月16日10:52:54,25,61.40077209472656,19.52697499593099,7,-23.387878971523946,-175.9751950692397
2019年11月16日10:53:01,26,268.5,42.0,0,1000,824.0248049307603
2019年11月16日10:53:46,0,21.5,42.333333333333336,9,-234.77122210512528,-234.77122210512528
2019年11月16日10:53:53,1,268.5,35.5,0,1000,765.2287778948747
2019年11月16日10:54:16,0,268.5,34.5,3,1000,1000
2019年11月16日10:58:18,0,16.0,55.166666666666664,9,5.788286294225628,5.788286294225628
2019年11月16日10:58:24,1,9.644444147745768,46.666666666666664,9,-15.823217275517663,-10.034930981292035
2019年11月16日10:58:29,2,28.5,48.5,1,8.941080449022621,-1.093850532269414
2019年11月16日10:58:35,3,57.5,47.333333333333336,1,20.34375013810697,19.249899605837555
2019年11月16日10:58:41,4,65.57326253255208,27.666666666666668,7,-1.6910252153514875,17.558874390486068
2019年11月16日10:58:47,5,63.15711975097656,28.945241292317707,0,-14.156791498709623,3.4020828917764447
2019年11月16日10:58:54,6,73.66666666666667,37.833333333333336,0,-1.1854147550129426,2.216668136763502
2019年11月16日10:59:01,7,67.33333333333333,34.833333333333336,0,-13.18341915821216,-10.966751021448658
2019年11月16日10:59:08,8,78.83333333333333,38.166666666666664,6,2.508604015431416,-8.458147006017242
2019年11月16日10:59:14,9,70.0,29.666666666666668,0,-19.925444848101677,-28.38359185411892
2019年11月16日10:59:20,10,84.66666666666667,19.333333333333332,1,5.0274836950765405,-23.35610815904238
2019年11月16日10:59:26,11,114.99923706054688,22.13318125406901,1,9.967302866987353,-13.388805292055025
2019年11月16日10:59:32,12,119.5,12.166666666666666,7,-7.949307226305905,-21.33811251836093
2019年11月16日10:59:38,13,115.0,5.666666666666667,10,-14.436195385558364,-35.77430790391929
2019年11月16日10:59:44,14,124.30832926432292,3.6666666666666665,7,-1.959259823523837,-37.73356772744313
2019年11月16日10:59:51,15,127.5,2.3333333333333335,0,-6.084663366463332,-43.81823109390646
2019年11月16日10:59:58,16,122.83333333333333,2.3333333333333335,8,-8.530587513757723,-52.348818607664185
2019年11月16日11:00:04,17,126.27337646484375,3.5097010930379233,1,-7.419710116426899,-59.768528724091084
2019年11月16日11:00:09,18,148.0,7.666666666666667,1,8.868621864267581,-50.8999068598235
2019年11月16日11:00:16,19,176.54974365234375,14.666666666666666,1,15.40121842762126,-35.49868843220224
2019年11月16日11:00:21,20,197.806884765625,19.166666666666668,1,10.81881810232342,-24.679870329878824
2019年11月16日11:00:27,21,6.5,34.99669901529948,1,-197.16191656362383,-221.84178689350267
2019年11月16日11:00:34,22,4.5,34.5,4,-220.29387370451235,-442.135660598015
2019年11月16日11:00:40,23,3.3333333333333335,35.31839497884115,3,-208.43232344590024,-650.5679840439152
2019年11月16日11:00:47,24,4.5,44.806070963541664,10,-200.80650951840477,-851.3744935623199
2019年11月16日11:00:52,25,5.666666666666667,50.66170756022135,1,-9.163007578784573,-860.5375011411045
2019年11月16日11:00:58,26,268.3333333333333,46.0,1,1000,139.46249885889551
2019年11月16日11:01:13,0,268.0,49.166666666666664,0,1000,1000
2019年11月16日11:01:27,0,5.0,44.833333333333336,0,-11.142865830129523,-11.142865830129523
2019年11月16日11:01:37,1,4.333333333333334,44.32519022623698,0,-11.333350139936982,-22.476215970066505
2019年11月16日11:01:44,2,6.0,39.0,0,-10.068887762333844,-32.54510373240035
2019年11月16日11:01:49,3,3.5,44.833333333333336,1,-12.46981753971977,-45.01492127212012
2019年11月16日11:01:55,4,4.833333333333333,44.833333333333336,5,-10.16666123804066,-55.18158251016078
2019年11月16日11:02:00,5,6.166666666666667,44.833333333333336,9,-8.333333690258002,-63.51491620041878
2019年11月16日11:02:06,6,3.1666666666666665,44.166666666666664,7,-11.834630799522273,-75.34954699994105
2019年11月16日11:02:13,7,3.6666666666666665,44.61380513509115,2,-9.666903476853633,-85.01645047679469
2019年11月16日11:02:18,8,5.5,39.65686289469401,11,-10.389197207796485,-95.40564768459117
2019年11月16日11:02:26,9,5.0,44.19799296061198,0,-9.938133285631324,-105.3437809702225
2019年11月16日11:02:32,10,4.833333333333333,44.833333333333336,6,-9.83333336886247,-115.17711433908497
2019年11月16日11:02:39,11,4.833333333333333,44.833333333333336,8,-10.16666663109109,-125.34378097017606
2019年11月16日11:02:45,12,3.5,44.833333333333336,0,-11.166654505268838,-136.5104354754449
2019年11月16日11:02:51,13,4.166666666666667,44.833333333333336,9,-11.43599481368463,-147.94643028912952
2019年11月16日11:02:58,14,5.833333333333333,42.833333333333336,2,-7.8425139553279735,-155.7889442444575
2019年11月16日11:03:04,15,3.833306312561035,44.859354654947914,5,-17.499758299129383,-173.28870254358688
2019年11月16日11:03:10,16,267.8333333333333,45.666666666666664,11,1000,826.7112974564131
2019年11月16日11:03:25,0,3.6666666666666665,44.833333333333336,0,-10.999999787795417,-10.999999787795417
2019年11月16日11:03:31,1,3.6666666666666665,44.833333333333336,0,-10.0,-20.999999787795417
2019年11月16日11:03:38,2,3.6666666666666665,44.768280029296875,0,-10.833365409497702,-31.83336519729312
2019年11月16日11:03:44,3,3.6666666666666665,44.77385457356771,11,-10.83337873002327,-42.66674392731639
2019年11月16日11:03:50,4,6.0,44.833333333333336,11,-8.666650035333845,-51.333393962650234
2019年11月16日11:03:55,5,5.833333333333333,44.833333333333336,11,-9.332486200938462,-60.665880163588696
2019年11月16日11:04:01,6,4.0,44.833333333333336,11,-9.500000105757238,-70.16588026934593
2019年11月16日11:04:08,7,4.833333333333333,44.833333333333336,0,-10.499999893133577,-80.66588016247951
2019年11月16日11:04:15,8,3.5,44.833333333333336,0,-9.999791713601951,-90.66567187608146
2019年11月16日11:04:20,9,5.0,44.833333333333336,11,-9.83333336890891,-100.49900524499037
2019年11月16日11:04:26,10,4.666666666666666,44.833333333333336,11,-9.000000212204583,-109.49900545719495
2019年11月16日11:04:32,11,3.6666666666666665,44.455057779947914,1,-10.000474514084146,-119.4994799712791
2019年11月16日11:04:38,12,4.833333333333333,44.639302571614586,7,-10.166867136894552,-129.66634710817365
2019年11月16日11:04:43,13,4.666666666666666,44.833333333333336,11,-10.16666663113753,-139.83301373931118
2019年11月16日11:04:50,14,3.5,44.78376770019531,6,-10.000036995369044,-149.83305073468023
2019年11月16日11:04:57,15,4.333333333333334,44.833333333333336,8,-10.499999893551546,-160.33305062823177
2019年11月16日11:05:04,16,3.5,44.77757263183594,2,-9.999995651707877,-170.33304627993965
2019年11月16日11:05:09,17,5.666666666666667,44.6592051188151,9,-8.000174141656089,-178.33322042159574
2019年11月16日11:05:15,18,5.333333333333333,44.833333333333336,1,-10.165838160062066,-188.4990585816578
2019年11月16日11:05:21,19,3.6666666666666665,44.768280029296875,7,-9.833337279623436,-198.33239586128124
2019年11月16日11:05:35,0,4.833333333333333,44.833333333333336,11,-9.16659872385469,-9.16659872385469
2019年11月16日11:05:42,1,6.333333333333333,44.833333333333336,0,-8.332999834865689,-17.49959855872038
2019年11月16日11:05:48,2,5.5,44.657958984375,0,-10.332138942017394,-27.831737500737773
2019年11月16日11:07:45,0,35.833333333333336,32.333333333333336,9,-6.714429578203891,-6.714429578203891
2019年11月16日11:07:51,1,35.666666666666664,28.5,0,-10.984050128924281,-17.698479707128172
2019年11月16日11:07:57,2,35.666666666666664,19.833333333333332,1,-10.325891757809842,-28.024371464938014
2019年11月16日11:08:03,3,46.833333333333336,3.3333333333333335,1,-2.095650837811718,-30.12002230274973
2019年11月16日11:08:10,4,52.968231201171875,3.485825856526693,6,-3.5610430007641867,-33.68106530351392
2019年11月16日11:08:16,5,60.68439737955729,4.5,3,-1.8120036490928442,-35.49306895260676
2019年11月16日11:08:23,6,51.333333333333336,6.166666666666667,8,-21.97922996212864,-57.472298914735404
2019年11月16日11:08:30,7,48.0,4.0,0,-10.0,-67.4722989147354
2019年11月16日11:08:37,8,44.06802876790365,4.5,4,-14.426713152015822,-81.89901206675123
2019年11月16日11:08:43,9,39.333333333333336,3.5,4,-14.862653583245333,-96.76166564999656
2019年11月16日11:08:50,10,69.84279378255208,14.1018918355306,0,17.50216703251479,-79.25949861748177
2019年11月16日11:08:57,11,33.35166676839193,5.0,2,-46.92844005116473,-126.1879386686465
2019年11月16日11:09:03,12,33.05500030517578,5.0,1,-13.120419633644701,-139.3083583022912
2019年11月16日11:09:10,13,63.833333333333336,4.666666666666667,0,20.894819622891532,-118.41353867939966
2019年11月16日11:09:15,14,61.8584238688151,4.833333333333333,1,-10.556271650935258,-128.96981033033492
2019年11月16日11:09:22,15,48.833333333333336,4.833333333333333,10,-23.049876464457668,-152.0196867947926
2019年11月16日11:09:28,16,64.5,4.5,11,5.31496736626255,-146.70471942853004
2019年11月16日11:09:34,17,71.56941731770834,4.864767392476399,11,-4.732944776430571,-151.4376642049606
2019年11月16日11:09:40,18,91.33333333333333,16.0,3,11.528921130556341,-139.90874307440427
2019年11月16日11:09:46,19,78.66666666666667,18.666666666666668,0,-23.145174583838212,-163.05391765824248
2019年11月16日11:09:52,20,72.50000000000001,12.666666666666666,1,-16.387193305563756,-179.44111096380624
2019年11月16日11:09:58,21,72.0,12.666666666666666,3,-10.464352865679217,-189.90546382948546
2019年11月16日11:10:03,22,72.33333333333333,12.333333333333334,1,-9.671596085410755,-199.5770599148962
2019年11月16日11:10:09,23,71.66666666666667,5.166666666666667,7,-12.068038030220066,-211.64509794511628
2019年11月16日11:10:15,24,73.83333333333333,16.5,1,-5.7363757123706876,-217.38147365748696
2019年11月16日11:10:21,25,88.0,21.833333333333332,5,4.897039109711983,-212.48443454777498
2019年11月16日11:10:27,26,91.18199666341145,8.5,5,-8.487586494240588,-220.97202104201557
2019年11月16日11:10:33,27,91.0775146484375,12.333333333333334,1,-9.514999275110284,-230.48702031712585
2019年11月16日11:10:57,28,91.0,13.666666666666666,6,-9.883840696575334,-240.3708610137012
2019年11月16日11:11:03,29,81.16666666666666,24.833333333333332,1,-17.97755748752445,-258.34841850122564
2019年11月16日11:11:10,30,92.0,21.666666666666668,4,-0.05296295665857542,-258.4013814578842
2019年11月16日11:11:16,31,88.34039306640625,32.54668935139974,0,-10.801399601328939,-269.2027810592132
2019年11月16日11:11:23,32,91.3702392578125,12.224683125813803,0,-12.135661563522802,-281.338442622736
2019年11月16日11:11:29,33,90.52156575520833,16.333333333333332,11,-9.52756845998897,-290.866011082725
2019年11月16日11:11:34,34,72.0,27.333333333333332,3,-25.32780368438506,-316.19381476711004
2019年11月16日11:11:40,35,61.833333333333336,46.833333333333336,1,-22.567436433247337,-338.7612512003574
2019年11月16日11:11:47,36,51.3080800374349,52.00505065917969,0,-20.494231284891043,-359.2554824852484
2019年11月16日11:11:53,37,56.833333333333336,37.666666666666664,9,-4.8105085139116,-364.06599099916
2019年11月16日11:11:59,38,54.333333333333336,38.666666666666664,1,-12.970818070099426,-377.03680906925945
2019年11月16日11:12:05,39,62.98031107584635,49.203938802083336,6,-1.1285955868285384,-378.16540465608796
2019年11月16日11:12:12,40,66.33333333333333,43.666666666666664,10,-6.473527091462074,-384.63893174755003
2019年11月16日11:12:19,41,60.166666666666664,47.666666666666664,0,-14.839088480703907,-399.47802022825397
2019年11月16日11:12:24,42,57.0,27.333333333333332,1,-14.266182578285196,-413.7442028065392
2019年11月16日11:12:31,43,54.85438537597656,22.5,6,-13.301380423412581,-427.0455832299518
2019年11月16日11:12:38,44,53.154388427734375,9.666666666666666,0,-13.426761879415295,-440.4723451093671
2019年11月16日11:12:45,45,15.034420013427734,9.333333333333334,0,-45.23783842985293,-485.71018353922
2019年11月16日11:12:51,46,36.5,3.1666666666666665,0,11.48205267254869,-474.22813086667134
2019年11月16日11:12:57,47,35.48844909667969,4.0,1,-10.115151644363209,-484.34328251103454
2019年11月16日11:13:04,48,34.86836496988932,3.505838712056478,0,-10.520670265107071,-494.8639527761416
2019年11月16日11:13:11,49,35.0,4.5,0,-9.656826189493785,-504.5207789656354
2019年11月16日11:13:17,50,35.16666666666667,4.666666666666667,0,-9.535993150799783,-514.0567721164351
2019年11月16日11:13:24,51,34.833333333333336,3.5,0,-10.357872552681755,-524.4146446691169
2019年11月16日11:13:30,52,33.06000010172526,4.5,1,-11.29825134268026,-535.7128960117972
2019年11月16日11:13:36,53,12.5,5.166666666666667,1,-27.313227541910635,-563.0261235537077
2019年11月16日11:13:43,54,38.22227223714193,4.782837549845378,0,14.79659372600986,-548.2295298276979
2019年11月16日11:13:49,55,45.666666666666664,3.8333333333333335,0,-0.9718028831771051,-549.201332710875
2019年11月16日11:13:56,56,48.0,4.666666666666667,0,-8.04716679072277,-557.2484995015977
2019年11月16日11:14:02,57,46.5,3.0,5,-10.522757191641716,-567.7712566932395
2019年11月16日11:14:08,58,34.333333333333336,4.833333333333333,1,-21.947634331101824,-589.7188910243412
2019年11月16日11:14:13,59,24.5,15.833333333333334,7,-16.63950402260724,-606.3583950469485
2019年11月16日11:14:19,60,22.350629170735676,11.333333333333334,7,-10.0,-616.3583950469485
2019年11月16日11:14:26,61,27.83667246500651,20.129430135091145,2,-10.52021574592709,-626.8786107928756
2019年11月16日11:14:32,62,54.87543741861979,25.833333333333332,11,17.894698194062613,-608.983912598813
2019年11月16日11:14:37,63,33.666666666666664,29.333333333333332,1,-31.034823485412232,-640.0187360842253
2019年11月16日11:14:43,64,13.2427978515625,46.666666666666664,1,-27.85788919463488,-667.8766252788603
2019年11月16日11:14:49,65,7.705851872762044,52.36833699544271,5,-14.85839626601566,-682.735021544876
2019年11月16日11:14:55,66,11.542254130045572,50.833333333333336,0,-6.316659764470131,-689.0516813093461
2019年11月16日11:15:02,67,14.362069447835287,54.833333333333336,8,-6.711359648505493,-695.7630409578517
2019年11月16日11:15:09,68,41.333333333333336,56.333333333333336,2,16.327585293349074,-679.4354556645026
2019年11月16日11:15:15,69,43.333333333333336,55.333333333333336,2,-18.656417791372974,-698.0918734558755
2019年11月16日11:15:22,70,44.333333333333336,71.0,0,-10.124456754338297,-708.2163302102139
2019年11月16日11:15:29,71,47.5,72.83333333333333,2,-9.733748167242368,-717.9500783774563
2019年11月16日11:15:34,72,42.166666666666664,56.833333333333336,11,-13.199925152519256,-731.1500035299755
2019年11月16日11:15:40,73,37.63333384195963,78.5499979654948,1,-16.728877487040222,-747.8788810170157
2019年11月16日11:15:47,74,19.833333333333332,74.83333333333333,0,-28.771725433270518,-776.6506064502862
2019年11月16日11:15:54,75,19.833333333333332,74.83333333333333,10,-10.0,-786.6506064502862
2019年11月16日11:16:00,76,16.999999999999996,71.66666666666667,0,-12.446301554021574,-799.0969080043078
2019年11月16日11:16:06,77,25.166666666666668,73.0,1,-2.2579847081762807,-801.3548927124841
2019年11月16日11:16:12,78,22.366241455078125,74.6167704264323,1,-12.975534069042993,-814.3304267815271
2019年11月16日11:16:17,79,24.84905751546224,73.56352233886719,3,-7.243950650379475,-821.5743774319066
2019年11月16日11:16:23,80,18.333333333333332,84.66666666666667,5,-17.887482394512716,-839.4618598264193
2019年11月16日11:16:29,81,38.333333333333336,68.0,1,10.701195005828566,-828.7606648205907
2019年11月16日11:16:34,82,79.5,57.833333333333336,1,32.26721604689635,-796.4934487736944
2019年11月16日11:16:40,83,69.16666666666667,49.833333333333336,7,-21.731043327966916,-818.2244921016613
2019年11月16日11:16:46,84,53.0,64.66666666666667,1,-31.845846881888548,-850.0703389835498
2019年11月16日11:16:53,85,37.0,73.33333333333333,0,-28.08826205270759,-878.1586010362574
2019年11月16日11:16:59,86,58.833333333333336,84.16666666666667,1,9.848713750680076,-868.3098872855774
2019年11月16日11:17:04,87,65.33333333333333,84.66666666666667,1,-2.27398238883535,-870.5838696744127
2019年11月16日11:17:10,88,65.16666666666667,85.16666666666667,1,-9.723985837947254,-880.3078555123599
2019年11月16日11:17:17,89,73.33333333333333,84.5,10,-1.8019573110400415,-882.1098128233999
2019年11月16日11:17:23,90,57.67402140299479,84.86695861816406,0,-24.96134034850246,-907.0711531719023
2019年11月16日11:17:30,91,65.83333333333333,88.33333333333333,0,-3.9693396430864425,-911.0404928149887
2019年11月16日11:17:36,92,64.16666666666667,88.33333333333333,7,-10.232250288467412,-921.2727431034562
2019年11月16日11:17:42,93,56.166666666666664,75.66666666666667,1,-14.454042288290168,-935.7267853917463
2019年11月16日11:17:48,94,53.666666666666664,82.33333333333333,6,-14.316135073188633,-950.0429204649349
2019年11月16日11:17:56,95,50.945220947265625,81.99184163411458,4,-12.630339354661913,-962.6732598195969
2019年11月16日11:18:02,96,54.166666666666664,75.33333333333333,0,-6.02857449701682,-968.7018343166137
2019年11月16日11:18:08,97,61.833333333333336,77.66666666666667,11,-4.814516215811807,-973.5163505324256
2019年11月16日11:18:14,98,52.50340270996094,85.5,5,-14.723352351627852,-988.2397028840535
2019年11月16日11:18:21,99,53.333333333333336,88.16666666666667,0,-10.297358553297897,-998.5370614373514
2019年11月16日11:18:44,0,12.833333333333334,1.3333333333333333,9,-11.54663287506986,-11.54663287506986
2019年11月16日11:18:50,1,10.110366185506185,1.6572833061218262,3,-12.282746811735365,-23.829379686805225
2019年11月16日11:18:56,2,7.512820561726888,46.0,6,-9.47878444774463,-33.308164134549855
2019年11月16日11:19:03,3,13.090059916178385,52.52466328938802,0,-10.0,-43.308164134549855
2019年11月16日11:19:09,4,38.666666666666664,53.666666666666664,9,15.521624735209087,-27.786539399340768
2019年11月16日11:19:16,5,20.000885009765625,54.64740498860677,9,-29.510086260951482,-57.29662566029225
2019年11月16日11:19:23,6,33.99999999999999,61.833333333333336,10,2.296553467233565,-55.000072193058685
2019年11月16日11:19:29,7,28.166666666666668,28.666666666666668,1,-16.7915470601599,-71.79161925321858
2019年11月16日11:19:34,8,28.526402791341145,23.333333333333332,11,-8.213202089749274,-80.00482134296786
2019年11月16日11:19:41,9,35.24298350016276,25.36016845703125,2,-3.1280532599032256,-83.13287460287108
2019年11月16日11:19:48,10,35.43290710449219,19.705538431803387,4,-17.861785095264622,-100.9946596981357
2019年11月16日11:19:54,11,36.4637680053711,19.021738688151043,3,-9.207798101554374,-110.20245779969008
2019年11月16日11:20:00,12,35.47428894042969,21.778584798177082,5,-10.073051441695839,-120.27550924138592
2019年11月16日11:20:06,13,57.19084676106771,43.94041442871094,0,13.030426320927432,-107.24508292045849
2019年11月16日11:20:12,14,59.166666666666664,32.833333333333336,1,-10.867087112207173,-118.11217003266566
2019年11月16日11:20:18,15,55.833333333333336,21.166666666666668,5,-16.05464926446507,-134.16681929713073
2019年11月16日11:20:24,16,55.5,26.333333333333332,8,-9.631580697874085,-143.79839999500481
