Time,step,pos_x,pos_y,action,reward,episode_reward
2019年11月16日12:25:37,51,11.537558237711588,56.166666666666664,5,-10.0,-527.8173007714194
2019年11月16日12:25:42,52,24.833333333333332,58.166666666666664,3,3.1782770825913076,-524.639023688828
2019年11月16日12:25:49,53,24.666666666666668,57.5,4,-10.130105156216189,-534.7691288450442
2019年11月16日12:25:56,54,31.333333333333332,52.166666666666664,10,-2.696802724566112,-537.4659315696103
2019年11月16日12:26:01,55,41.333333333333336,41.0,3,0.2002362687092898,-537.265695300901
2019年11月16日12:26:08,56,15.166666666666666,51.666666666666664,4,-32.75716447890244,-570.0228597798034
2019年11月16日12:26:13,57,33.166666666666664,57.666666666666664,11,6.85158569656835,-563.1712740832351
2019年11月16日12:26:19,58,16.5,64.33333333333333,11,-23.638899903251257,-586.8101739864863
2019年11月16日12:26:26,59,51.166666666666664,84.83333333333333,2,21.893476647215778,-564.9166973392705
2019年11月16日12:26:32,60,59.333333333333336,84.66666666666667,8,-1.7563138470939634,-566.6730111863644
2019年11月16日12:26:39,61,64.0,83.00000000000001,10,-6.503536195061514,-573.176547381426
2019年11月16日12:26:44,62,48.5,74.83333333333333,9,-23.640601792100966,-596.8171491735269
2019年11月16日12:26:51,63,47.006134033203125,66.02675374348958,6,-10.738023264061297,-607.5551724375882
2019年11月16日12:26:58,64,50.666666666666664,62.833333333333336,8,-6.48986136181378,-614.0450337994021
2019年11月16日12:27:04,65,48.333333333333336,79.16666666666667,7,-12.823820024614974,-626.868853824017
2019年11月16日12:27:10,66,45.240875244140625,85.3564453125,7,-9.832488168970315,-636.7013419929874
2019年11月16日12:27:17,67,51.666666666666664,86.16666666666667,8,-6.036667313490199,-642.7380093064776
2019年11月16日12:27:23,68,57.166666666666664,71.83333333333333,11,-2.824809069713723,-645.5628183761913
2019年11月16日12:27:28,69,73.78124999999999,85.4296875,3,0.6781212340744105,-644.8846971421169
2019年11月16日12:27:35,70,75.33333333333333,80.0,10,-10.215666716498049,-655.100363858615
2019年11月16日12:27:40,71,64.66666666666667,83.00000000000001,11,-21.309198154673624,-676.4095620132886
2019年11月16日12:27:47,72,61.5,85.16666666666667,4,-13.527858544186046,-689.9374205574746
2019年11月16日12:27:53,73,55.23199462890625,74.90033467610678,1,-11.538891206883505,-701.4763117643581
2019年11月16日12:27:59,74,70.66666666666667,68.16666666666667,11,6.535681358419566,-694.9406304059386
2019年11月16日12:28:06,75,51.0,52.833333333333336,0,-209.97856370629628,-904.9191941122349
2019年11月16日12:28:12,76,37.666666666666664,66.83333333333333,11,-19.998381294565434,-924.9175754068003
2019年11月16日12:28:19,77,16.166666666666668,56.333333333333336,2,-30.693789263191775,-955.6113646699921
2019年11月16日12:28:24,78,8.499999999999998,54.666666666666664,11,-18.60335795190923,-974.2147226219013
2019年11月16日12:28:31,79,11.0,68.16666666666667,8,-9.758633734160298,-983.9733563560616
2019年11月16日12:28:38,80,28.666666666666668,42.166666666666664,4,8.18827999271548,-975.7850763633461
2019年11月16日12:28:44,81,28.666666666666668,42.166666666666664,5,-10.0,-985.7850763633461
2019年11月16日12:28:50,82,16.560606638590496,35.56060536702474,7,-10.0,-995.7850763633461
2019年11月16日12:28:56,83,18.0,24.333333333333332,1,-8.84528439820508,-1004.6303607615512
2019年11月16日12:29:01,84,29.0,11.0,9,-0.6078999069541737,-1005.2382606685053
2019年11月16日12:29:08,85,32.5,21.5,8,-4.586320281299663,-1009.824580949805
2019年11月16日12:29:14,86,15.403226216634115,8.833333333333334,9,-28.193398341474136,-1038.017979291279
2019年11月16日12:29:20,87,16.5,4.166666666666667,7,-2.013368891447982,-1040.031348182727
2019年11月16日12:29:26,88,21.132751464843746,13.276162465413412,5,-3.54395924779476,-1043.5753074305217
2019年11月16日12:29:32,89,36.666666666666664,14.0,10,5.592338163057576,-1037.9829692674641
2019年11月16日12:29:39,90,26.5,4.666666666666667,10,-235.2900036817203,-1273.2729729491843
2019年11月16日12:29:46,91,30.03333282470703,15.0,0,-4.957356528405882,-1278.2303294775902
2019年11月16日12:29:53,92,33.43951924641927,22.17131805419922,6,-2.164069402483136,-1280.3943988800734
2019年11月16日12:30:00,93,39.666666666666664,32.333333333333336,0,-2.684076889015955,-1283.0784757690894
2019年11月16日12:30:06,94,54.5245615641276,15.166666666666666,8,2.1497679104999463,-1280.9287078585894
2019年11月16日12:30:12,95,46.333333333333336,32.333333333333336,7,-17.937382494458916,-1298.8660903530483
2019年11月16日12:30:18,96,68.99999999999999,40.333333333333336,5,15.354129979095092,-1283.5119603739531
2019年11月16日12:30:23,97,52.833333333333336,32.833333333333336,5,-26.47447633721768,-1309.9864367111709
2019年11月16日12:30:29,98,53.6236826578776,44.9585215250651,11,-9.879818984184709,-1319.8662556953557
2019年11月16日12:30:35,99,54.833333333333336,22.0,0,-11.779673931936713,-1331.6459296272924
2019年11月16日12:31:34,0,51.739217122395836,47.692159016927086,2,-14.041868087771462,-14.041868087771462
2019年11月16日12:31:39,1,15.700164794921875,49.28328959147135,3,-45.41955403322714,-59.461422120998606
2019年11月16日12:31:46,2,56.333333333333336,53.166666666666664,8,-205.5270560811069,-264.9884782021055
2019年11月16日12:31:53,3,36.5,51.0,0,-225.2455225741096,-490.2340007762151
2019年11月16日12:32:00,4,37.666666666666664,69.5,10,-8.611935506139133,-498.8459362823543
2019年11月16日12:32:07,5,37.33333333333333,64.33333333333333,0,-223.6993680333134,-722.5453043156676
2019年11月16日12:32:14,6,38.99999999999999,63.5,0,-10.0,-732.5453043156676
2019年11月16日12:32:19,7,11.941068013509115,81.36279805501302,11,-24.826284223366116,-757.3715885390337
2019年11月16日12:32:26,8,14.666666666666666,80.16666666666667,0,-6.706954287812124,-764.0785428268458
2019年11月16日12:32:33,9,17.666666666666668,86.33333333333333,0,-7.992096021647342,-772.0706388484932
2019年11月16日12:32:39,10,15.833333333333334,85.5,10,-12.847777231568699,-784.9184160800619
2019年11月16日12:32:46,11,15.742122650146484,85.60614013671875,8,-10.08003869610448,-794.9984547761663
2019年11月16日12:32:53,12,15.742122650146484,85.60614013671875,0,-10.08003869610448,-805.0784934722708
2019年11月16日12:33:00,13,15.742122650146484,85.60614013671875,4,-10.0,-815.0784934722708
2019年11月16日12:33:06,14,15.666666666666666,85.33333333333333,0,-10.029856211402091,-825.1083496836729
2019年11月16日12:33:13,15,15.666666666666666,85.33333333333333,0,-10.082458684874297,-835.1908083685472
2019年11月16日12:33:19,16,7.666666666666667,84.5,1,-17.796151349181827,-852.9869597177291
2019年11月16日12:33:25,17,7.666666666666667,84.66666666666667,1,-10.329284263832562,-863.3162439815617
2019年11月16日12:33:30,18,13.666666666666666,86.35897827148438,7,-4.096935267940978,-867.4131792495027
2019年11月16日12:33:36,19,7.666666666666667,84.66666666666667,1,-15.7341928647202,-883.1473721142229
2019年11月16日12:33:41,20,268.3333333333333,38.666666666666664,1,1000,116.85262788577711
2019年11月16日12:33:57,0,268.3333333333333,41.0,11,1000,1000
2019年11月16日12:34:11,0,268.1666666666667,43.333333333333336,11,1000,1000
2019年11月16日12:34:25,0,9.00595219930013,56.166666666666664,11,-252.83432736577396,-252.83432736577396
2019年11月16日12:34:35,1,8.922618865966797,55.833333333333336,0,-10.0,-262.83432736577396
2019年11月16日12:34:40,2,268.1666666666667,43.166666666666664,9,1000,737.165672634226
2019年11月16日12:34:57,0,268.5,34.666666666666664,9,1000,1000
2019年11月16日12:35:13,0,34.21929931640625,57.2368418375651,9,6.299031669719454,6.299031669719454
2019年11月16日12:35:19,1,21.04682795206706,70.31772359212239,9,-23.648206955495766,-17.34917528577631
2019年11月16日12:35:24,2,26.333333333333332,56.0,9,-3.6347703148156825,-20.983945600591994
2019年11月16日12:35:31,3,26.833333333333332,67.16666666666667,10,-235.72450437365376,-256.70844997424575
2019年11月16日12:35:38,4,33.704569498697914,51.03282674153646,7,-225.6196958071634,-482.32814578140915
2019年11月16日12:35:43,5,268.1666666666667,40.166666666666664,9,1000,517.6718542185909
2019年11月16日12:35:57,0,10.207733154296875,65.32133483886719,1,-30.87894468950367,-30.87894468950367
2019年11月16日12:36:03,1,268.1666666666667,39.166666666666664,8,1000,969.1210553104963
2019年11月16日12:36:21,0,7.0,72.16666666666667,8,-11.675489153515684,-11.675489153515684
2019年11月16日12:36:35,1,11.368217468261719,73.06589253743489,8,-6.1608531104425595,-17.836342263958244
2019年11月16日12:36:59,2,12.333333333333334,74.66666666666667,8,-10.0,-27.836342263958244
2019年11月16日12:37:05,3,14.976189931233725,30.166666666666668,5,-6.035247925617654,-33.8715901895759
2019年11月16日12:37:12,4,9.019774119059244,23.666666666666668,8,-16.328121972930745,-50.19971216250664
2019年11月16日12:37:17,5,12.666666666666666,45.666666666666664,5,-6.424815911761101,-56.624528074267744
2019年11月16日12:37:23,6,9.155367533365887,23.666666666666668,9,-14.939513139715814,-71.56404121398356
2019年11月16日12:37:30,7,9.324858983357748,25.166666666666668,4,-15.191342899844557,-86.75538411382811
2019年11月16日12:37:37,8,7.105442047119141,19.166666666666668,6,-12.538477828713866,-99.29386194254198
2019年11月16日12:37:43,9,7.883333206176758,29.0,10,-8.443174984785287,-107.73703692732727
2019年11月16日12:37:49,10,5.799999872843425,32.666666666666664,7,-11.50304712380077,-119.24008405112804
2019年11月16日12:37:56,11,5.766666412353516,32.5,8,-10.04142455113859,-129.28150860226663
2019年11月16日12:38:01,12,13.344741821289062,37.65136464436849,1,-2.2242588280954294,-131.50576743036206
2019年11月16日12:38:09,13,33.5,15.166666666666666,8,6.279570686645286,-125.22619674371677
2019年11月16日12:38:15,14,13.884920756022135,41.833333333333336,8,-30.722989081086524,-155.9491858248033
2019年11月16日12:38:22,15,11.183333079020182,42.666666666666664,8,-10.0,-165.9491858248033
2019年11月16日12:38:28,16,18.34477106730143,25.0,8,-10.015751323993896,-175.9649371487972
2019年11月16日12:38:35,17,28.166666666666668,14.333333333333334,10,0.8794748763160385,-175.08546227248115
2019年11月16日12:38:42,18,55.03546142578125,12.833333333333334,4,17.44202059391921,-157.64344167856194
2019年11月16日12:38:49,19,28.5,28.5,0,-33.61343012963019,-191.25687180819213
2019年11月16日12:38:54,20,14.450757344563803,29.5,3,-22.347227525824735,-213.60409933401687
2019年11月16日12:39:00,21,15.666666666666666,48.33333333333334,11,-6.640898231361774,-220.24499756537864
2019年11月16日12:39:06,22,268.1666666666667,43.333333333333336,9,1000,779.7550024346214
2019年11月16日12:39:21,0,12.5,73.5,6,-15.106249310391576,-15.106249310391576
2019年11月16日12:39:28,1,268.3333333333333,36.833333333333336,8,1000,984.8937506896084
2019年11月16日12:39:44,0,8.057823181152344,58.166666666666664,6,-251.08455322752405,-251.08455322752405
2019年11月16日12:39:50,1,268.1666666666667,41.0,0,1000,748.9154467724759
2019年11月16日12:40:19,0,30.5,47.166666666666664,10,-230.26661090401873,-230.26661090401873
2019年11月16日12:40:27,1,268.3333333333333,35.0,1,1000,769.7333890959812
2019年11月16日12:40:44,0,12.679425557454428,63.83935546875,10,-248.72011961576538,-248.72011961576538
2019年11月16日12:40:51,1,20.417142232259113,52.4842274983724,8,-2.74159956472829,-251.46171918049367
2019年11月16日12:41:18,2,14.544260660807291,45.25518798828125,0,-247.0478731551296,-498.50959233562327
2019年11月16日12:41:23,3,268.1666666666667,43.333333333333336,9,1000,501.49040766437673
2019年11月16日12:41:39,0,23.666666666666668,64.16666666666666,8,-10.0,-10.0
2019年11月16日12:41:49,1,13.166666666666666,64.83333333333333,8,-20.519597331938655,-30.519597331938655
2019年11月16日12:41:56,2,12.925651550292969,53.712178548177086,8,-9.488680171382072,-40.00827750332073
2019年11月16日12:42:02,3,11.695523579915365,65.33017985026042,9,-9.541502654766134,-49.54978015808686
2019年11月16日12:42:07,4,23.166666666666668,84.83333333333333,3,-0.5970871019661388,-50.146867260053
2019年11月16日12:42:13,5,18.833333333333332,85.16666666666667,1,-15.296536569468657,-65.44340382952166
2019年11月16日12:42:19,6,18.166666666666668,85.66666666666667,1,-10.2468326558444,-75.69023648536606
2019年11月16日12:42:24,7,18.0,85.16666666666667,1,-10.10957939871031,-85.79981588407637
2019年11月16日12:42:30,8,17.666666666666668,85.66666666666667,1,-10.628438369054237,-96.4282542531306
2019年11月16日12:42:35,9,18.161874135335285,85.97755940755208,1,-9.59090973298865,-106.01916398611925
2019年11月16日12:42:41,10,18.006144205729168,85.2484639485677,1,-9.489335472745864,-115.50849945886512
2019年11月16日12:42:47,11,18.166666666666668,85.66666666666667,1,-10.006343365885243,-125.51484282475036
2019年11月16日12:42:53,12,18.166666666666668,85.5,1,-9.91691903742884,-135.4317618621792
2019年11月16日12:42:58,13,18.161874135335285,85.97755940755208,1,-10.028778951088128,-145.46054081326733
2019年11月16日12:43:04,14,268.3333333333333,36.666666666666664,1,1000,854.5394591867326
2019年11月16日12:43:28,0,28.833333333333332,60.333333333333336,1,8.940196544611439,8.940196544611439
2019年11月16日12:43:34,1,46.166666666666664,72.66666666666667,1,5.70430832252697,14.644504867138409
2019年11月16日12:43:41,2,47.5,79.66666666666667,0,-8.281374526037979,6.36313034110043
2019年11月16日12:43:47,3,64.5,69.83333333333333,3,9.470718365057706,15.833848706158136
2019年11月16日12:43:52,4,44.166666666666664,78.83333333333333,11,-30.85125261280234,-15.017403906644205
2019年11月16日12:43:58,5,59.990743001302086,88.16666666666667,1,2.563494815979112,-12.453909090665093
2019年11月16日12:44:04,6,56.833333333333336,85.16666666666667,3,-9.70626696374137,-22.160176054406463
2019年11月16日12:44:11,7,55.87285359700521,85.74545288085938,6,-10.980056286972115,-33.14023234137858
2019年11月16日12:44:18,8,268.5,34.5,8,1000,966.8597676586214
2019年11月16日12:46:09,0,13.74096425374349,55.166666666666664,11,-0.6150638614138018,-0.6150638614138018
2019年11月16日12:46:14,1,10.5,83.66666666666667,1,-17.88334465254772,-18.49840851396152
2019年11月16日12:46:20,2,8.70370356241862,85.0,11,-12.146138534449477,-30.644547048411
2019年11月16日12:46:25,3,8.978787740071615,72.5,1,-8.336679834319256,-38.981226882730255
2019年11月16日12:46:32,4,9.591397603352865,70.16666666666667,3,-10.0,-48.981226882730255
2019年11月16日12:46:37,5,9.388888676961264,66.16666666666667,3,-32.22396568806394,-81.2051925707942
2019年11月16日12:46:43,6,9.333333333333332,67.16666666666667,3,-12.2302985944834,-93.4354911652776
2019年11月16日12:46:49,7,10.562581380208332,69.56872049967448,3,-9.130327998612842,-102.56581916389044
2019年11月16日12:46:54,8,7.833333333333333,69.5,3,-10.0,-112.56581916389044
2019年11月16日12:47:00,9,12.460784912109375,85.38235473632812,1,-19.141441976181113,-131.70726114007155
2019年11月16日12:47:06,10,12.666666666666666,84.66666666666667,1,-10.634773895357569,-142.34203503542912
2019年11月16日12:47:11,11,12.666666666666666,85.33333333333333,1,-10.10643371590939,-152.4484687513385
2019年11月16日12:47:17,12,12.5,85.33333333333333,1,-9.989118026800469,-162.43758677813898
2019年11月16日12:47:23,13,11.833333333333334,85.0,1,-10.380218062740113,-172.8178048408791
2019年11月16日12:47:29,14,10.166666666666668,84.5,1,-11.651444626502098,-184.4692494673812
2019年11月16日12:47:34,15,10.5,85.33333333333333,1,-9.80240959124103,-194.27165905862222
2019年11月16日12:47:40,16,10.5,85.16666666666667,1,-9.973456078104562,-204.24511513672678
2019年11月16日12:47:46,17,10.180365244547525,84.69451904296875,1,-10.214511683167558,-214.45962681989434
2019年11月16日12:47:51,18,10.21052614847819,84.72806803385417,1,-10.1247020016188,-224.58432882151314
2019年11月16日12:47:57,19,10.21052614847819,84.72806803385417,1,-10.05198648498785,-234.636315306501
2019年11月16日12:48:03,20,10.333333333333334,85.16666666666667,1,-9.914333875721098,-244.5506491822221
2019年11月16日12:48:09,21,10.333333333333334,85.0,1,-9.835430675503773,-254.38607985772586
2019年11月16日12:48:14,22,10.333333333333334,85.16666666666667,1,-9.962852271917598,-264.34893212964346
2019年11月16日12:48:20,23,10.0,84.5,1,-10.18706038487909,-274.53599251452255
2019年11月16日12:48:26,24,10.333333333333334,85.16666666666667,1,-10.026419575792175,-284.56241209031475
2019年11月16日12:48:32,25,10.333333333333334,85.0,1,-9.749372311246333,-294.3117844015611
2019年11月16日12:49:00,0,15.991748809814453,58.96039835611979,11,-1.053646640295966,-1.053646640295966
2019年11月16日12:49:05,1,7.333333333333333,66.66666666666667,9,-18.492038653915387,-19.545685294211353
2019年11月16日12:49:12,2,6.605263392130534,63.00877380371094,8,-11.16038653655383,-30.706071830765183
2019年11月16日12:49:18,3,19.42818069458008,85.1846211751302,1,-0.029287934139290428,-30.735359764904473
2019年11月16日12:49:23,4,12.666666666666666,84.83333333333333,1,-17.318611877204575,-48.05397164210905
2019年11月16日12:49:29,5,12.666666666666666,85.33333333333333,1,-10.270996064236613,-58.32496770634566
2019年11月16日12:49:35,6,8.833333333333334,85.0,1,-13.646908311760825,-71.97187601810649
2019年11月16日12:49:41,7,7.533333460489909,84.64444478352864,1,-10.871364284078766,-82.84324030218525
2019年11月16日12:49:46,8,7.5,84.66666666666667,1,-10.147130439849235,-92.99037074203449
2019年11月16日12:49:52,9,7.4057973225911455,84.47826131184895,1,-10.100278795213825,-103.09064953724831
2019年11月16日12:49:57,10,7.641843795776367,84.83333333333333,1,-10.0,-113.09064953724831
2019年11月16日12:50:03,11,7.5,84.66666666666667,1,-10.114191668718718,-123.20484120596703
2019年11月16日12:50:10,12,7.21095593770345,67.71678161621094,0,-8.23677915043558,-131.4416203564026
2019年11月16日12:50:15,13,6.550228118896484,62.44977315266927,1,-10.75097750037287,-142.19259785677548
2019年11月16日12:50:21,14,6.274774551391602,62.05855814615885,1,-9.374782858962277,-151.56738071573776
2019年11月16日12:50:27,15,5.5619049072265625,60.77142842610677,1,-10.92183692522471,-162.48921764096247
2019年11月16日12:50:32,16,7.0,61.166666666666664,1,-9.367486488344696,-171.85670412930716
2019年11月16日12:50:38,17,7.9489796956380205,49.666666666666664,1,-8.480943954198011,-180.33764808350517
2019年11月16日12:50:44,18,7.65646235148112,50.5,9,-10.137622555298435,-190.4752706388036
2019年11月16日12:50:49,19,7.841171900431315,49.36002095540365,9,-9.803252577513746,-200.27852321631735
2019年11月16日12:51:02,0,7.785714467366536,49.333333333333336,9,-9.760820263820364,-9.760820263820364
2019年11月16日12:51:07,1,7.906666437784831,43.0,1,-9.668324234919282,-19.429144498739646
2019年11月16日12:51:14,2,7.7700856526692705,43.75299072265625,6,-10.136828072811852,-29.565972571551498
2019年11月16日12:51:21,3,7.613333384195964,48.166666666666664,8,-10.42512226380137,-39.99109483535287
2019年11月16日12:51:27,4,7.5,45.0,9,-10.206465049582022,-50.19755988493489
2019年11月16日12:51:32,5,7.523333231608073,43.666666666666664,9,-10.279011369828424,-60.476571254763314
2019年11月16日12:51:39,6,7.712766011555989,48.833333333333336,8,-9.991456510613034,-70.46802776537635
2019年11月16日12:51:45,7,7.666666666666667,48.166666666666664,9,-9.926431477480122,-80.39445924285647
2019年11月16日12:51:51,8,7.833333333333333,48.33333333333334,1,-9.295747865840553,-89.69020710869702
2019年11月16日12:51:56,9,7.716311772664388,48.0,9,-9.948322007325032,-99.63852911602206
2019年11月16日12:52:03,10,7.753333409627278,48.166666666666664,2,-9.959435797730407,-109.59796491375246
2019年11月16日12:52:08,11,8.43081792195638,32.333333333333336,5,-9.534664891661379,-119.13262980541384
2019年11月16日12:52:15,12,7.423138936360677,41.2734629313151,8,-9.864667460618023,-128.99729726603186
2019年11月16日12:52:22,13,7.592369715372722,40.74096425374349,8,-9.791940723180488,-138.78923798921235
2019年11月16日12:52:29,14,5.928571701049805,32.833333333333336,4,-11.828196730122755,-150.6174347193351
2019年11月16日12:52:35,15,5.833333333333333,32.833333333333336,0,-10.110984184169382,-160.7284189035045
2019年11月16日12:52:41,16,7.892156600952148,51.833333333333336,9,-7.931704974915107,-168.6601238784196
2019年11月16日12:52:48,17,11.098038991292318,62.833333333333336,4,-7.221212749541877,-175.88133662796147
2019年11月16日12:52:53,18,7.7411346435546875,79.83333333333333,1,-13.365812129546441,-189.24714875750792
2019年11月16日12:52:59,19,7.694604873657227,79.21098327636719,1,-9.411555338323865,-198.65870409583178
2019年11月16日12:53:12,0,7.8197275797526045,61.166666666666664,11,-7.893361245917049,-7.893361245917049
2019年11月16日12:53:19,1,7.006629943847656,79.14609273274739,8,-12.968505189332461,-20.86186643524951
2019年11月16日12:53:25,2,6.760416666666667,78.0633036295573,11,-10.156134012845456,-31.018000448094966
2019年11月16日12:53:31,3,6.771877288818359,78.08516947428386,1,-10.343630821678062,-41.36163126977303
2019年11月16日12:53:36,4,6.889758427937825,78.27332051595052,1,-9.889970337427542,-51.25160160720057
2019年11月16日12:53:43,5,7.1004899342854815,78.47181193033855,0,-9.998403861670255,-61.250005468870825
2019年11月16日12:53:48,6,7.152482350667317,78.66666666666667,1,-9.911824127049357,-71.16182959592018
2019年11月16日12:53:55,7,7.132632573445638,77.82382202148438,0,-9.974550034093483,-81.13637963001366
2019年11月16日12:54:01,8,6.906357447306315,76.16752624511719,1,-10.192935782601324,-91.32931541261499
2019年11月16日12:54:07,9,7.099999745686849,65.56666564941406,0,-8.869997955368376,-100.19931336798336
2019年11月16日12:54:13,10,6.648809432983398,67.84762064615886,1,-10.455514051213527,-110.65482741919689
2019年11月16日12:54:19,11,9.166666666666666,84.0,1,-9.495754746021646,-120.15058216521854
2019年11月16日12:54:25,12,11.788402557373047,85.69816080729167,1,-7.1334947368978305,-127.28407690211637
2019年11月16日12:54:31,13,7.318840662638347,85.0,0,-14.213436639931302,-141.49751354204767
2019年11月16日12:54:37,14,7.5,85.0,1,-9.778807440560854,-151.27632098260852
2019年11月16日12:54:44,15,7.1439768473307295,84.85808817545573,0,-10.564168879232568,-161.8404898618411
2019年11月16日12:54:50,16,7.394927342732747,85.0,1,-9.766350873555837,-171.60684073539693
2019年11月16日12:54:55,17,10.66410255432129,85.5,1,-6.764813726626642,-178.37165446202357
2019年11月16日12:55:03,18,7.400000254313151,85.0,0,-12.44623947255161,-190.81789393457518
2019年11月16日12:55:09,19,9.11904780069987,85.16666666666667,1,-8.323535253582293,-199.14142918815747
2019年11月16日12:55:32,0,6.932343165079753,83.28547668457031,11,-11.697729755457317,-11.697729755457317
2019年11月16日12:55:38,1,7.3538773854573565,82.92447408040366,11,-10.0,-21.697729755457317
2019年11月16日12:55:44,2,178.16666666666666,29.5,11,162.1883490035789,140.4906192481216
2019年11月16日12:55:50,3,179.16666666666666,19.833333333333332,7,-10.765985468508475,129.7246337796131
2019年11月16日12:56:40,0,21.166666666666668,35.666666666666664,1,1.8108876589411977,1.8108876589411977
2019年11月16日12:56:46,1,24.333333333333332,43.166666666666664,0,-0.8595256231318729,0.9513620358093249
2019年11月16日12:56:52,2,30.333333333333332,41.50000000000001,3,-6.461808795412338,-5.510446759603013
2019年11月16日12:56:59,3,21.166666666666668,43.0,0,-24.0053469805178,-29.515793740120813
2019年11月16日12:57:05,4,38.833333333333336,49.833333333333336,0,4.799593300493427,-24.716200439627386
2019年11月16日12:57:14,5,46.5,52.166666666666664,1,-6.261355565996979,-30.977556005624365
2019年11月16日12:57:20,6,49.666666666666664,54.666666666666664,1,-6.77944222556232,-37.756998231186685
2019年11月16日12:57:26,7,61.6058095296224,69.74550374348958,1,0.49731984933842455,-37.25967838184826
2019年11月16日12:57:31,8,68.16666666666667,82.83333333333333,11,-4.778088318172678,-42.03776670002094
2019年11月16日12:57:38,9,57.666666666666664,88.0,0,-22.16221870287029,-64.19998540289123
2019年11月16日12:57:44,10,29.5,59.833333333333336,1,-31.865078816453348,-96.06506421934458
2019年11月16日12:57:49,11,15.105072021484375,40.5,1,-23.023330105551253,-119.08839432489583
2019年11月16日12:57:55,12,19.666666666666668,23.833333333333332,9,-5.34437891356643,-124.43277323846226
2019年11月16日12:58:01,13,33.333333333333336,40.5,1,10.740743909948236,-113.69202932851402
2019年11月16日12:58:06,14,38.833333333333336,57.333333333333336,9,-4.974965847571838,-118.66699517608586
2019年11月16日12:58:13,15,59.833333333333336,78.16666666666667,4,8.54420624525352,-110.12278893083234
2019年11月16日12:58:20,16,58.333333333333336,69.66666666666667,0,-7.575245482764046,-117.69803441359639
2019年11月16日12:58:26,17,76.83333333333333,72.16666666666667,11,8.381521445255714,-109.31651296834067
2019年11月16日12:58:32,18,77.72344970703125,37.94426981608073,0,-10.637098051697535,-119.95361102003821
2019年11月16日12:58:39,19,58.0,6.333333333333333,0,-29.258577631783794,-149.212188651822
2019年11月16日12:58:45,20,50.333333333333336,1.6666666666666667,5,-14.383052473501607,-163.5952411253236
2019年11月16日12:58:51,21,33.51155090332031,15.666666666666666,1,-24.416170553251334,-188.01141167857494
2019年11月16日12:58:57,22,5.9298248291015625,39.833333333333336,2,-35.50596924464779,-223.51738092322273
2019年11月16日12:59:03,23,5.079332669576009,38.98269399007162,9,-9.896664430156079,-233.4140453533788
2019年11月16日12:59:09,24,6.820325215657552,39.61463419596354,9,-8.021294607480911,-241.43533996085972
2019年11月16日12:59:15,25,6.068181991577148,35.344696044921875,0,-9.443194194825026,-250.87853415568475
2019年11月16日12:59:21,26,6.637931187947591,47.333333333333336,1,-9.204179107376774,-260.0827132630615
2019年11月16日12:59:27,27,5.845107396443685,36.37982177734375,0,-10.270960695720078,-270.3536739587816
2019年11月16日12:59:33,28,5.904761632283528,33.166666666666664,1,-9.703909842179371,-280.05758380096097
2019年11月16日12:59:39,29,4.666666666666666,43.166666666666664,9,-11.162339442092872,-291.2199232430538
2019年11月16日12:59:45,30,5.0,45.833333333333336,1,-9.997875837183301,-301.2177990802371
2019年11月16日12:59:51,31,6.355072657267253,40.02898661295573,4,-9.314895652046204,-310.5326947322833
2019年11月16日12:59:58,32,6.401444753011067,38.03547668457031,0,-10.1039599266241,-320.6366546589074
2019年11月16日13:00:03,33,8.42727279663086,36.5,1,-7.5491244216870825,-328.18577908059444
2019年11月16日13:00:09,34,11.882513682047525,45.166666666666664,5,-10.0,-338.18577908059444
2019年11月16日13:00:15,35,6.85252571105957,42.8000233968099,1,-15.039491255162716,-353.22527033575716
2019年11月16日13:00:21,36,5.583333333333333,32.833333333333336,7,-9.364890625409174,-362.59016096116636
2019年11月16日13:00:27,37,5.5,34.28231302897135,8,-10.076915595913306,-372.66707655707967
2019年11月16日13:00:34,38,5.776422500610352,32.833333333333336,0,-9.726900942133739,-382.3939774992134
2019年11月16日13:00:41,39,5.441666920979817,32.5,0,-10.435443940871977,-392.8294214400854
2019年11月16日13:02:11,0,15.5,59.5,9,-1.4768541709003955,-1.4768541709003955
2019年11月16日13:02:16,1,7.5,68.83333333333333,1,-18.163559076336128,-19.640413247236523
2019年11月16日13:02:23,2,6.765822728474935,78.23417663574219,8,-11.45150194786143,-31.091915195097954
2019年11月16日13:02:30,3,6.895394007364909,69.86728922526042,0,-8.953532869038241,-40.045448064136195
2019年11月16日13:02:35,4,13.538617451985678,85.66666666666667,1,-5.2532335672509305,-45.298681631387126
2019年11月16日13:02:41,5,13.833333333333334,86.0,1,-10.054546907366927,-55.35322853875405
2019年11月16日13:02:47,6,13.666666666666666,85.5,1,-9.987541392645511,-65.34076993139956
2019年11月16日13:02:54,7,7.021035512288411,84.76861063639323,0,-16.445261928350988,-81.78603185975055
2019年11月16日13:03:00,8,8.833333333333334,85.0,0,-8.231049569513601,-90.01708142926415
2019年11月16日13:03:06,9,12.0,85.66666666666667,1,-6.953987667430397,-96.97106909669455
2019年11月16日13:03:12,10,7.222222010294597,85.0,0,-15.543333524680179,-112.51440262137473
2019年11月16日13:03:20,11,7.377419153849284,84.96236673990886,0,-9.699925947591964,-122.21432856896669
2019年11月16日13:03:25,12,7.002283096313477,84.33104960123698,5,-10.339234649568567,-132.55356321853526
