
2019年11月17日10:42:29,0,11.5,44.59913126627604,3,-8.334439201952648,-8.334439201952648
2019年11月17日10:43:26,0,5.166666666666667,51.99999999999999,4,-41.47713917808147,-41.47713917808147
2019年11月17日10:43:30,1,4.666666666666666,49.333333333333336,1,-29.889696852561087,-71.36683603064256
2019年11月17日10:43:37,2,19.499999999999996,73.66666666666667,0,116.6494266774194,45.28259064677684
2019年11月17日10:43:43,3,29.333333333333332,56.166666666666664,0,112.15015942809998,157.43275007487682
2019年11月17日10:43:59,4,20.666666666666668,46.333333333333336,0,-124.3599667161962,33.072783358680624
2019年11月17日10:44:06,5,40.833333333333336,7.0,0,156.20198941342522,189.27477277210585
2019年11月17日10:44:12,6,40.833333333333336,7.0,4,-10.0,179.27477277210585
2019年11月17日10:44:17,7,49.84708150227865,8.5,1,-10.0,169.27477277210585
2019年11月17日10:44:23,8,62.85662841796875,14.0,0,195.58098319867185,364.8557559707777
2019年11月17日10:44:28,9,72.66666666666667,19.666666666666668,1,95.2729823620669,460.1287383328446
2019年11月17日10:44:34,10,70.268310546875,4.217803001403809,3,-42.95206494420256,417.17667338864203
2019年11月17日10:44:41,11,4.166666666666667,36.0,0,-16.573754347998033,400.602919040644
2019年11月17日10:44:45,12,44.166666666666664,7.333333333333333,1,340.72115298325514,741.3240720238991
2019年11月17日10:44:54,13,5.333333333333333,36.99474589029948,2,-383.4803153145873,357.84375670931183
2019年11月17日10:44:58,14,5.666666666666667,44.333333333333336,1,-295.74994147045544,62.09381523885639
2019年11月17日10:45:03,15,4.0,44.74968973795573,1,-16.613495854477947,45.48031938437845
2019年11月17日10:45:10,16,5.166666666666667,44.833333333333336,0,-10.0,35.48031938437845
2019年11月17日10:45:15,17,4.666666666666666,44.833333333333336,1,-14.999998932731557,20.48032045164689
2019年11月17日10:45:20,18,5.666666666666667,44.833333333333336,1,-2.5055825753622685,17.97473787628462
2019年11月17日10:45:24,19,7.666666666666667,44.333333333333336,1,25.002389753696832,42.97712762998145
2019年11月17日10:45:31,20,4.333333333333334,44.336466471354164,0,-10.0,32.97712762998145
2019年11月17日10:45:36,21,4.333333333333334,44.336466471354164,1,-10.0,22.977127629981453
2019年11月17日10:45:40,22,4.333333333333334,44.336466471354164,1,-10.0,12.977127629981453
2019年11月17日10:45:45,23,4.833333333333333,36.166666666666664,1,-6.519888955768636,6.457238674212817
2019年11月17日10:45:52,24,4.5,45.166666666666664,0,-10.000016037853072,-3.542777363640255
2019年11月17日11:00:21,0,0,45,0,-10.0,-10.0
2019年11月17日11:00:27,1,0,45,0,-10.0,-20.0
2019年11月17日11:00:32,2,0,45,1,-10.0,-30.0
2019年11月17日11:00:39,3,0,45,0,-10.0,-40.0
2019年11月17日11:00:46,4,0,45,0,-10.0,-50.0
2019年11月17日11:00:52,5,0,45,0,-10.0,-60.0
2019年11月17日11:00:59,6,0,45,0,-10.0,-70.0
2019年11月17日11:01:05,7,0,45,0,-10.0,-80.0
2019年11月17日11:01:10,8,0,45,1,-10.0,-90.0
2019年11月17日11:01:16,9,0,45,0,-10.0,-100.0
2019年11月17日11:01:32,0,6.856255849202474,41.561126708984375,0,-10.0,-10.0
2019年11月17日11:01:37,1,47.333333333333336,56.833333333333336,4,391.71469896546967,381.71469896546967
2019年11月17日11:01:42,2,36.333333333333336,60.0,1,-154.52872647828798,227.1859724871817
2019年11月17日11:01:49,3,6.166666666666667,44.0,0,-280.59042851757965,-53.40445603039797
2019年11月17日11:01:56,4,6.5,41.845680236816406,0,-5.182569477431969,-58.587025507829935
2019年11月17日11:02:02,5,4.833333333333333,34.0,0,-19.8804553744003,-78.46748088223023
2019年11月17日11:02:09,6,13.333333333333334,37.92982482910156,0,61.71270886611836,-16.754772016111872
2019年11月17日11:02:15,7,3.3333333333333335,44.333333333333336,0,-108.99560838083914,-125.75038039695102
2019年11月17日11:02:20,8,10.833333333333334,44.833333333333336,1,28.58067479498544,-97.16970560196557
2019年11月17日11:02:26,9,8.0,44.73667907714844,0,28.332500469665547,-68.83720513230003
2019年11月17日11:02:31,10,10.833333333333334,44.69702657063802,1,56.67462183889995,-12.162583293400075
2019年11月17日11:02:36,11,9.333333333333332,44.833333333333336,1,-10.0,-22.162583293400075
2019年11月17日11:02:40,12,8.499999999999998,34.034960428873696,1,-2444.8933741039314,-2467.0559573973314
2019年11月17日11:02:47,13,268.3333333333333,44.333333333333336,0,1000,-1467.0559573973314
2019年11月17日11:03:01,0,135.16666666666669,0.5,3,-1252.5298047513365,-1252.5298047513365
2019年11月17日11:03:05,1,268.1666666666667,43.666666666666664,2,1000,-252.52980475133654
2019年11月17日11:03:22,0,127.50111897786458,0.6666666666666666,2,-1324.1571712430978,-1324.1571712430978
2019年11月17日11:03:27,1,268.1666666666667,43.5,1,1000,-324.15717124309776
2019年11月17日11:04:48,0,10.139785130818684,50.5,0,90.79258614909179,90.79258614909179
2019年11月17日11:04:55,1,9.9623654683431,50.16666666666668,0,-11.09379206174765,79.69879408734414
2019年11月17日11:05:02,2,10.1507937113444,50.333333333333336,0,-7.991951458383255,71.70684262896089
2019年11月17日11:05:08,3,10.075269063313803,50.333333333333336,0,-10.0,61.706842628960885
2019年11月17日11:05:13,4,10.1507937113444,50.333333333333336,1,-6.310833067411181,55.396009561549704
2019年11月17日11:05:19,5,9.679025014241537,55.2561289469401,0,-16.099794947015482,39.29621461453422
2019年11月17日11:05:24,6,10.015785853068035,51.75091552734375,1,-6.975281849746864,32.32093276478736
2019年11月17日11:05:31,7,9.907557169596354,51.77962748209635,0,-11.556266706413396,20.76466605837396
2019年11月17日11:05:36,8,10.06187629699707,50.5409189860026,1,-9.66840450505913,11.096261553314832
2019年11月17日11:05:41,9,8.471663157145182,51.22107442220052,3,-10.0,1.0962615533148323
2019年11月17日11:05:47,10,5.507347106933594,44.660186767578125,4,-765.9214688982144,-764.8252073448996
2019年11月17日11:05:52,11,4.666666666666666,58.5,1,-727.1435334350537,-1491.9687407799534
2019年11月17日11:05:57,12,5.333333333333333,48.166666666666664,1,-7.935174143939037,-1499.9039149238924
2019年11月17日11:06:02,13,5.166666666666667,58.5,1,-14.333302790585094,-1514.2372177144775
2019年11月17日11:06:09,14,77.99999999999999,84.66666666666667,0,674.0201944356127,-840.2170232788649
