Time,step,pos_x,pos_y,angle,action,reward,episode_reward
2019年11月17日15:25:36,7,55.333333333333300,2.0,31,2,-534.9952788932540,-814.1077882427320
2019年11月17日15:25:44,8,91.16666666666670,12.833333333333300,28,0,-183.76433792962000,-997.8721261723520
2019年11月17日15:25:50,9,95.5,35.333333333333300,52,3,58.63733340830270,-939.2347927640490
2019年11月17日15:25:56,10,101.46153767903600,40.67307790120440,49,1,159.93013897625100,-779.3046537877980
2019年11月17日15:26:01,11,96.33333333333330,48.0,33,1,-55.401458072621500,-834.7061118604200
2019年11月17日15:26:06,12,86.66666666666670,43.666666666666700,26,1,-138.23837691295100,-972.9444887733700
2019年11月17日15:26:14,13,100.0,20.166666666666700,40,0,89.18924910055470,-883.7552396728160
2019年11月17日15:26:20,14,96.0,23.166666666666700,24,4,16.41151637592690,-867.3437232968890
2019年11月17日15:26:27,15,93.33333333333330,18.0,44,4,821.1040025490190,-46.23972074786990
2019年11月17日15:26:33,16,97.83333333333330,34.666666666666700,39,4,-37.46359704763280,-83.7033177955027
2019年11月17日15:26:38,17,78.51859537760420,39.49767557779950,26,1,-64.75016400200960,-148.45348179751200
2019年11月17日15:26:45,18,77.75170898437500,38.27356465657550,26,0,-43.02559908244770,-191.47908087996
2019年11月17日15:26:53,19,77.7529754638672,38.141370137532600,24,0,-10.671041644837900,-202.15012252479800
2019年11月17日15:27:00,20,77.83333333333330,38.0,25,0,-11.30078498512400,-213.450907509922
2019年11月17日15:27:08,21,77.82387288411460,38.43522644042970,25,0,-8.26717428069145,-221.71808179061300
2019年11月17日15:27:15,22,74.50000000000000,19.833333333333300,32,0,-59.717760387418400,-281.4358421780320
2019年11月17日15:27:23,23,72.66666666666670,13.833333333333300,31,0,-42.896715493046100,-324.33255767107800
2019年11月17日15:27:28,24,69.45416768391930,2.5561275482177700,49,1,-68.77154192266400,-393.104099593742
2019年11月17日15:27:34,25,71.66867574055990,3.136728604634600,38,4,-32.22168130098620,-425.3257808947280
2019年11月17日15:28:02,0,17.077381134033200,6.157142639160160,59,3,-10.0,-10.0
2019年11月17日15:28:09,1,17.077381134033200,6.157142639160160,59,3,-10.0,-20.0
2019年11月17日15:28:15,2,17.077381134033200,6.157142639160160,50,3,-10.0,-30.0
2019年11月17日15:28:22,3,7.909615198771160,52.325485229492200,54,3,-71.88329850822530,-101.88329850822500
2019年11月17日15:28:29,4,5.2829281489054400,59.8507334391276,44,0,-55.957212940347200,-157.84051144857200
2019年11月17日15:28:37,5,6.01724116007487,60.38505554199220,41,0,-21.763313270520000,-179.60382471909200
2019年11月17日15:28:42,6,6.768115997314450,61.746378580729200,41,1,-1.3077644432638600,-180.91158916235600
2019年11月17日15:28:48,7,7.164669036865230,62.37039693196620,42,1,-9.50474842370511,-190.4163375860610
2019年11月17日15:28:53,8,7.137580871582030,62.39750671386720,42,1,-11.885175401332900,-202.3015129873940
2019年11月17日15:28:58,9,7.333333333333330,63.0,42,1,-8.46809739410844,-210.76961038150300
2019年11月17日15:29:14,0,7.561594009399410,63.333333333333300,42,1,-6.299976283779070,-6.299976283779070
2019年11月17日15:29:22,1,7.166666666666670,62.5,41,0,-13.511067396311800,-19.811043680090800
2019年11月17日15:29:27,2,6.015033721923830,60.69754536946620,42,1,-20.3135162884206,-40.12455996851150
2019年11月17日15:29:32,3,7.233676910400390,62.62199401855470,42,1,-11.239072151248600,-51.36363211976000
2019年11月17日15:29:38,4,7.189801534016930,62.46930948893230,42,1,-7.387748662920050,-58.75138078268010
2019年11月17日15:29:43,5,7.192708333333330,62.645833333333300,58,1,-10.0,-68.75138078268010
2019年11月17日15:29:49,6,18.14893849690760,37.709442138671900,54,1,53.75989880679440,-14.991481975885700
2019年11月17日15:29:54,7,18.14893849690760,37.709442138671900,57,1,-10.0,-24.991481975885700
2019年11月17日15:29:59,8,31.253529866536500,44.09663391113280,51,1,116.66798498317100,91.67650300728530
2019年11月17日15:30:05,9,31.253529866536500,44.09663391113280,51,1,-10.0,81.67650300728530
2019年11月17日15:30:11,10,31.253529866536500,44.09663391113280,32,1,-10.0,71.67650300728530
2019年11月17日15:30:16,11,25.666666666666700,45.333333333333300,46,1,-65.85316498165670,5.823338025628570
2019年11月17日15:30:23,12,71.50000000000000,8.992063522338870,40,0,426.8115209058660,432.63485893149500
2019年11月17日15:30:29,13,76.5,21.333333333333300,48,2,66.92080851919170,499.55566745068600
2019年11月17日15:30:36,14,73.83333333333330,16.833333333333300,41,0,-21.0126756446968,478.5429918059900
2019年11月17日15:30:44,15,73.50000000000000,15.333333333333300,36,0,-17.49086634868410,461.0521254573060
2019年11月17日15:30:51,16,72.0816141764323,3.0641838709513300,49,0,-48.007628750097500,413.044496707208
2019年11月17日15:30:57,17,71.83333333333330,0.16666666666666700,40,2,-7.525860203456030,405.51863650375200
2019年11月17日15:31:02,18,67.66666666666670,0.3333333333333330,38,2,-52.5697270673146,352.94890943643700
2019年11月17日15:31:08,19,69.00000000000000,0.3333333333333330,58,1,16.35058878982620,369.29949822626400
2019年11月17日15:31:13,20,69.00000000000000,0.3333333333333330,59,1,-10.0,359.29949822626400
2019年11月17日15:31:18,21,69.00000000000000,0.3333333333333330,59,1,-10.0,349.29949822626400
2019年11月17日15:31:25,22,72.33333333333330,0.3333333333333330,39,4,22.4426760493526,371.74217427561600
2019年11月17日15:31:54,0,9.643322626749680,52.992401123046900,55,0,-10.0,-10.0
2019年11月17日15:32:02,1,46.0,59.333333333333300,58,0,350.0474657718200,340.0474657718200
2019年11月17日15:32:08,2,44.57154337565100,57.6487782796224,53,3,-30.059883859979100,309.9875819118400
2019年11月17日15:32:16,3,9.0,79.66666666666670,37,0,-389.9142455200820,-79.92666360824130
2019年11月17日15:32:23,4,7.869565327962240,81.80434672037760,42,0,-23.00093278978300,-102.92759639802400
2019年11月17日15:32:31,5,6.833333333333330,67.46323649088540,45,0,-3.294537064391820,-106.22213346241600
2019年11月17日15:32:38,6,6.833333333333330,46.9043935139974,51,0,-1.1062628187716000,-107.32839628118800
2019年11月17日15:32:45,7,8.297913233439130,84.24189758300780,51,1,-1.839470922049880,-109.16786720323800
2019年11月17日15:32:53,8,7.666666666666670,84.16666666666670,50,0,-10.690346565565400,-119.85821376880300
2019年11月17日15:33:00,9,7.666666666666670,84.16666666666670,50,0,-3.3213322533080700,-123.17954602211100
2019年11月17日15:33:08,10,7.333333333333330,83.66666666666670,51,0,-13.92339900802340,-137.10294503013400
2019年11月17日15:33:15,11,7.5,84.0,52,0,-24.236525883362700,-161.3394709134970
2019年11月17日15:33:23,12,6.859685897827150,81.79646809895830,53,0,-13.233567100308200,-174.57303801380500
2019年11月17日15:33:30,13,6.5,57.979166666666700,53,0,5.944303087512420,-168.6287349262930
2019年11月17日15:33:47,0,7.5,83.83333333333330,53,0,-32.91713468769270,-32.91713468769270
2019年11月17日15:33:52,1,8.666666666666670,84.83333333333330,49,1,2.524669879447570,-30.392464808245200
2019年11月17日15:33:58,2,7.748299280802410,81.68707275390630,49,1,-15.387874947591600,-45.78033975583680
2019年11月17日15:34:03,3,8.294432322184240,84.30870564778650,49,1,-13.12211338105580,-58.90245313689260
2019年11月17日15:34:14,4,6.8126169840494800,82.39627583821610,46,0,-22.830998222229100,-81.73345135912170
2019年11月17日15:34:19,5,8.333333333333330,84.66666666666670,45,1,1.1025064405274100,-80.63094491859430
2019年11月17日15:34:24,6,7.746376673380530,84.32608540852860,44,1,-11.104347190118100,-91.73529210871240
2019年11月17日15:34:29,7,8.0,84.5,44,1,-10.367006527679300,-102.10229863639200
2019年11月17日15:34:37,8,7.890804290771480,84.51724243164060,45,0,-12.295681552537600,-114.3979801889290
2019年11月17日15:34:43,9,7.559360504150390,83.95205688476560,45,1,-12.258669029882900,-126.65664921881200
2019年11月17日15:35:04,0,7.958455403645830,84.61241658528650,38,0,-10.0,-10.0
2019年11月17日15:35:11,1,36.666666666666700,47.333333333333300,57,0,307.8990031910270,297.8990031910270
2019年11月17日15:35:16,2,44.166666666666700,48.33333333333330,57,1,124.844962611798,422.7439658028250
2019年11月17日15:35:21,3,51.333333333333300,54.333333333333300,50,1,59.8377675844111,482.5817333872370
2019年11月17日15:35:28,4,38.333333333333300,40.166666666666700,60,3,-124.46978370574900,358.11194968148800
2019年11月17日15:35:34,5,54.18420918782550,15.5,39,3,155.86501161761500,513.9769612991030
2019年11月17日15:35:41,6,54.18420918782550,15.5,30,0,-10.0,503.97696129910300
2019年11月17日15:35:49,7,64.0,1.8333333333333300,31,0,62.2200282517224,566.196989550825
2019年11月17日15:35:55,8,69.83333333333330,1.8333333333333300,28,4,62.85255386807730,629.0495434189020
2019年11月17日15:36:02,9,96.1392110188802,17.166666666666700,48,4,277.9655625283480,907.0151059472510
2019年11月17日15:36:08,10,4.833333333333330,35.04818216959640,58,4,-810.1108807835550,96.90422516369530
2019年11月17日15:36:13,11,5.082829475402830,31.322247823079400,56,1,-9.231917269394220,87.67230789430110
2019年11月17日15:36:19,12,108.14859008789100,19.666666666666700,48,1,107.34551225110400,195.01782014540500
2019年11月17日15:36:26,13,94.51031494140630,50.21281433105470,48,0,-112.58084491521500,82.43697523018970
2019年11月17日15:36:32,14,115.02291870117200,21.0,60,4,143.93509925164200,226.3720744818320
2019年11月17日15:36:38,15,109.66666666666700,16.666666666666700,28,2,91.94810320640530,318.3201776882370
2019年11月17日15:36:43,16,111.66666666666700,0.16666666666666700,54,1,-48.50748825775160,269.8126894304860
2019年11月17日15:36:49,17,113.66666666666700,0.8333333333333330,53,3,14.779493032887400,284.5921824633730
2019年11月17日15:36:56,18,109.66666666666700,1.4444444974263500,36,3,-8.089848997030910,276.5023334663420
2019年11月17日15:37:02,19,119.83333333333300,10.666666666666700,33,3,102.96900439026500,379.471337856607
2019年11月17日15:37:09,20,107.32902018229200,15.429187774658200,56,3,-127.27324806182800,252.1980897947790
2019年11月17日15:37:16,21,91.33333333333330,14.333333333333300,36,0,56.37786619280290,308.575955987582
2019年11月17日15:37:22,22,110.5,20.666666666666700,47,3,191.43559501771200,500.0115510052940
2019年11月17日15:37:28,23,83.83559672037760,28.522371927897100,28,3,-232.92839543186500,267.08315557342900
2019年11月17日15:37:36,24,6.767187754313150,32.85157012939450,26,0,-852.397825855036,-585.3146702816070
2019年11月17日15:37:41,25,75.52604166666670,17.41232681274410,33,1,-117.38587042943800,-702.7005407110450
2019年11月17日15:37:47,26,80.83333333333330,28.5,31,4,744.5879923226260,41.88745161158180
2019年11月17日15:37:54,27,87.66666666666670,27.0,34,4,95.99678865665740,137.88424026823900
2019年11月17日15:38:00,28,83.50000000000000,23.5,52,4,-131.30875501916300,6.575485249075830
2019年11月17日15:38:06,29,72.0,2.0,29,4,-208.39133038428900,-201.8158451352130
2019年11月17日15:38:13,30,77.65555318196610,21.5,28,4,56.1627797426641,-145.6530653925490
2019年11月17日15:38:19,31,77.54974873860680,20.342327117919900,34,4,18.343763276903100,-127.30930211564600
2019年11月17日15:38:24,32,75.08510843912760,19.0,56,2,-10.0,-137.30930211564600
2019年11月17日15:38:31,33,84.83333333333330,0.3333333333333330,29,4,49.61934586161390,-87.68995625403220
2019年11月17日15:38:37,34,7.686411539713540,11.282033284505200,41,4,-838.1314227150490,-925.8213789690810
2019年11月17日15:38:44,35,7.686411539713540,11.282033284505200,59,3,-10.0,-935.8213789690810
2019年11月17日15:38:50,36,101.66666666666700,11.5,46,3,-10.0,-945.8213789690810
2019年11月17日15:38:57,37,104.29166666666700,6.0,45,3,700.0444032855790,-245.7769756835020
2019年11月17日15:39:03,38,104.5,1.6666666666666700,29,3,83.51978443030480,-162.25719125319700
2019年11月17日15:39:10,39,113.0,28.333333333333300,33,3,187.818429934903,25.561238681705700
2019年11月17日15:39:24,0,106.99397786458300,34.5,61,2,-8.677940093273260,-8.677940093273260
2019年11月17日15:39:29,1,118.5,37.166666666666700,34,2,104.09470267508200,95.41676258180870
2019年11月17日15:39:34,2,117.66666666666700,24.0,54,1,-13.651287933650700,81.76547464815800
2019年11月17日15:39:40,3,127.33333333333300,21.166666666666700,26,2,66.11245230010530,147.87792694826300
2019年11月17日15:39:45,4,116.0,17.0,45,2,-99.70889797986450,48.16902896839880
2019年11月17日15:39:53,5,91.16666666666670,16.833333333333300,30,0,-290.0076022828400,-241.83857331444100
2019年11月17日15:39:58,6,101.0625508626300,5.082703590393070,29,2,8.955624392474700,-232.88294892196600
2019年11月17日15:40:04,7,113.16666666666700,18.833333333333300,44,3,136.86986121581300,-96.01308770615280
2019年11月17日15:40:11,8,143.33333333333300,32.166666666666700,54,4,279.3599797410230,183.34689203487000
2019年11月17日15:40:17,9,143.87775675455700,24.024075826009100,48,4,1357.3311039247900,1540.6779959596600
2019年11月17日15:40:25,10,5.744245529174810,33.76129659016930,29,0,-1253.0803504055400,287.5976455541220
2019年11月17日15:40:31,11,144.8155517578130,13.833333333333300,29,4,1336.722776399140,1624.3204219532600
2019年11月17日15:40:38,12,131.0,20.166666666666700,62,3,-123.4539843333810,1500.8664376198800
2019年11月17日15:40:43,13,133.16666666666700,27.666666666666700,49,2,101.611922308349,1602.4783599282300
2019年11月17日15:40:49,14,117.33333333333300,47.0,62,4,-149.3955768297990,1453.0827830984300
2019年11月17日15:40:57,15,5.226007461547850,34.47216033935550,29,0,-1080.295223849950,372.78755924847300
2019年11月17日15:41:03,16,95.16666666666670,43.5,37,4,-3.7247092210995400,369.0628500273740
2019年11月17日15:41:09,17,108.16666666666700,37.5,31,4,106.52368312622500,475.5865331535990
2019年11月17日15:41:16,18,117.5,41.833333333333300,44,4,54.91755574395400,530.5040888975530
2019年11月17日15:41:22,19,122.66666666666700,45.166666666666700,24,4,-25.263817936133500,505.2402709614190
2019年11月17日15:41:29,20,124.54855346679700,38.69676208496090,43,4,-29.778157110730800,475.4621138506880
2019年11月17日15:41:35,21,101.16666666666700,16.0,37,4,-350.9780565465140,124.48405730417400
2019年11月17日15:41:42,22,98.0,15.0,59,4,897.0220033964800,1021.506060700650
2019年11月17日15:41:48,23,112.0,0.3333333333333330,30,4,49.064489809806800,1070.5705505104600
2019年11月17日15:41:55,24,4.939001083374020,33.841023763020800,40,3,-998.0906054015160,72.47994510894520
2019年11月17日15:42:01,25,134.16666666666700,0.3333333333333330,26,4,1151.042053944540,1223.5219990534800
2019年11月17日15:42:07,26,5.709917704264320,43.32810974121090,26,4,-12.51519979288050,1211.0067992606000
2019年11月17日15:42:14,27,5.582661946614580,42.318562825520800,29,4,-1382.8459931213100,-171.83919386070400
2019年11月17日15:42:21,28,140.5,39.0,47,0,1355.1618808200900,1183.3226869593900
2019年11月17日15:42:27,29,140.5,27.5,49,4,1335.464969016730,2518.787655976120
2019年11月17日15:42:34,30,135.5,26.666666666666700,33,3,-118.11207834662500,2400.675577629490
2019年11月17日15:42:39,31,6.166666666666670,45.0,43,1,-5.205139794742310,2395.4704378347500
2019年11月17日15:42:44,32,4.333333333333330,44.833333333333300,39,1,-1356.05287216207,1039.4175656726800
2019年11月17日15:42:52,33,5.2032820383707700,33.97220357259120,37,0,-17.439237077787200,1021.9783285948900
2019年11月17日15:43:00,34,16.333333333333300,45.0,37,0,83.33333333333340,1105.3116619282300
2019年11月17日15:43:07,35,6.666666666666670,45.0,46,0,-10.0,1095.3116619282300
2019年11月17日15:43:15,36,63.166666666666700,84.83333333333330,57,0,543.4322863460920,1638.7439482743200
2019年11月17日15:43:20,37,3.1666666666666700,40.82108815511070,50,1,-560.6076538396210,1078.1362944347000
2019年11月17日15:43:28,38,59.333333333333300,84.83333333333330,47,0,504.1800722591950,1582.3163666938900
2019年11月17日15:43:34,39,5.843502680460610,36.441243489583300,51,4,-524.5059323621870,1057.8104343317100
2019年11月17日15:43:45,0,5.446545918782550,39.324005126953100,51,0,-16.16727460073460,-16.16727460073460
2019年11月17日15:43:53,1,5.99835205078125,40.622179667154900,53,0,0.3135746637363470,-15.853699936998300
2019年11月17日15:43:58,2,5.634134292602540,44.98348490397140,49,1,-18.658662435314900,-34.512362372313100
2019年11月17日15:44:05,3,5.166666666666670,42.833333333333300,50,0,-8.508332669224220,-43.02069504153740
2019年11月17日15:44:13,4,44.333333333333300,84.16666666666670,51,0,-47.40187838735550,-90.42257342889290
2019年11月17日15:44:21,5,5.5,43.82952880859380,51,0,-352.89211204972200,-443.31468547861500
2019年11月17日15:44:29,6,44.166666666666700,84.33333333333330,49,0,349.36059042471900,-93.95409505389610
2019年11月17日15:44:36,7,39.333333333333300,84.33333333333330,47,0,293.72038083178300,199.76628577788700
2019年11月17日15:44:44,8,38.50000000000000,84.83333333333330,44,0,-30.12038975093900,169.64589602694800
2019年11月17日15:44:51,9,5.872472763061520,42.81181335449220,49,0,-5.634493233929160,164.011402793019
2019年11月17日15:44:59,10,4.833333333333330,42.8294423421224,50,0,-238.78674947805200,-74.77534668503270
2019年11月17日15:45:06,11,25.0,84.33333333333330,49,0,148.6795886248290,73.90424193979580
2019年11月17日15:45:14,12,25.833333333333300,85.16666666666670,49,0,151.78464390777800,225.68888584757400
2019年11月17日15:45:21,13,21.0,84.33333333333330,48,0,-52.19445235010650,173.49443349746700
2019年11月17日15:45:29,14,21.0,84.33333333333330,49,0,-10.0,163.49443349746700
2019年11月17日15:45:36,15,21.0,84.33333333333330,50,0,-10.0,153.49443349746700
2019年11月17日15:45:44,16,13.166666666666700,84.33333333333330,49,0,51.74869422367610,205.24312772114300
2019年11月17日15:45:51,17,3.6666666666666700,33.333333333333300,48,0,-25.91723468643720,179.3258930347060
2019年11月17日15:45:59,18,11.397777557373000,81.26889038085940,46,0,28.722255979637900,208.04814901434400
2019年11月17日15:46:06,19,12.473782857259100,84.92977396647140,43,0,-12.79915279559130,195.24899621875300
2019年11月17日15:46:14,20,12.166666666666700,84.35294087727860,43,0,-11.676792751495400,183.5722034672570
2019年11月17日15:46:21,21,12.166666666666700,84.66666666666670,41,0,-11.645706740831400,171.92649672642600
2019年11月17日15:46:29,22,11.180850982666000,84.35106404622400,42,0,-66.93676974307640,104.98972698335000
2019年11月17日15:46:47,0,5.843331654866540,36.4366200764974,62,0,-10.0,-10.0
2019年11月17日15:46:53,1,5.431460698445640,31.786521911621100,60,3,-16.10342231877500,-26.10342231877500
2019年11月17日15:47:00,2,5.431460698445640,31.786521911621100,43,3,-10.0,-36.10342231877500
2019年11月17日15:47:07,3,5.431460698445640,31.786521911621100,53,0,-10.0,-46.10342231877500
2019年11月17日15:47:14,4,5.431460698445640,31.786521911621100,60,0,-10.0,-56.10342231877500
2019年11月17日15:47:21,5,5.216066042582190,31.969523111979200,59,3,-12.056928097319400,-68.16035041609440
2019年11月17日15:47:28,6,4.9751014709472700,34.52693176269530,59,0,-11.229290947852600,-79.38964136394700
2019年11月17日15:47:36,7,5.404429117838540,36.30186462402340,63,0,-3.042238787218140,-82.43188015116520
2019年11月17日15:47:43,8,5.616675694783530,38.966880798339800,53,3,-7.6850297226559400,-90.1169098738211
2019年11月17日15:47:48,9,5.547601064046220,37.30909729003910,51,1,-20.286646800105600,-110.40355667392700
2019年11月17日15:48:04,0,5.0,32.833333333333300,61,2,-12.538127643941000,-12.538127643941000
2019年11月17日15:48:10,1,6.064016977945960,39.29247538248700,60,3,-16.65871828800930,-29.196845931950300
2019年11月17日15:48:17,2,80.07364400227860,35.5155029296875,55,3,715.962224569141,686.7653786371910
2019年11月17日15:48:24,3,123.21189371744800,51.32202657063800,63,0,422.4203876732910,1109.1857663104800
2019年11月17日15:48:31,4,103.59091186523400,53.01515197753910,64,4,-160.47983882653600,948.7059274839460
2019年11月17日15:48:36,5,21.166666666666700,45.0,54,2,-763.743147250704,184.96278023324100
2019年11月17日15:48:44,6,6.833333333333330,45.0,54,0,17.893299855356900,202.85608008859800
2019年11月17日15:48:51,7,87.66666666666670,0.0,43,0,755.549708523576,958.4057886121740
2019年11月17日15:48:57,8,86.5,0.0,56,1,-91.40967679245020,866.9961118197240
2019年11月17日15:49:02,9,90.0,0.16666666666666700,31,2,-22.555000983333000,844.4411108363910
2019年11月17日15:49:09,10,107.37681070963500,5.478260676066080,25,4,184.15641964774800,1028.5975304841400
2019年11月17日15:49:15,11,101.5,12.5,57,4,-10.0,1018.5975304841400
2019年11月17日15:49:21,12,86.66666666666670,2.0,35,4,-108.58805379717900,910.0094766869600
2019年11月17日15:49:27,13,91.5,0.5,39,1,34.46459232943200,944.4740690163920
2019年11月17日15:49:33,14,85.16666666666670,2.5,41,4,-15.684188285912100,928.7898807304800
2019年11月17日15:49:38,15,85.50247192382810,0.5,59,1,-68.09390087158140,860.6959798588990
2019年11月17日15:49:44,16,95.16666666666670,1.6666666666666700,39,2,30.040574905691800,890.7365547645910
2019年11月17日15:49:50,17,111.40102132161500,27.90190887451170,56,4,228.49405545961000,1119.2306102242000
2019年11月17日15:49:57,18,5.728792826334640,36.4486083984375,32,4,-959.5580706417330,159.67253958246800
2019年11月17日15:50:02,19,4.0,32.833333333333300,27,1,-1046.257909198670,-886.5853696161980
2019年11月17日15:50:09,20,112.66194661458300,0.6666666666666670,27,0,1001.1648949244300,114.57952530823300
2019年11月17日15:50:16,21,115.16524251302100,0.3333333333333330,36,4,13.893735048854100,128.47326035708700
2019年11月17日15:50:22,22,5.302716890970870,33.962483723958300,34,4,-845.1475247321860,-716.6742643750980
2019年11月17日15:51:25,0,5.288642247517900,33.63877614339190,37,4,-1018.9806754973400,-1018.9806754973400
2019年11月17日15:51:30,1,5.288642247517900,33.63877614339190,54,1,-10.0,-1028.9806754973400
2019年11月17日15:51:37,2,5.132780075073240,36.155601501464800,39,0,-10.56021231475510,-1039.5408878121000
2019年11月17日15:51:42,3,5.666666666666670,45.666666666666700,40,1,-10.008191334984800,-1049.5490791470800
2019年11月17日15:51:50,4,3.5,57.666666666666700,32,0,-10.0,-1059.5490791470800
2019年11月17日15:51:55,5,5.5,47.666666666666700,32,1,-9.981991883933860,-1069.5310710310200
2019年11月17日15:52:01,6,3.5,31.333333333333300,44,1,-24.90366565437800,-1094.4347366853900
2019年11月17日15:52:08,7,5.473889032999680,44.003885904947900,41,0,-2.444610759179970,-1096.8793474445700
2019年11月17日15:52:15,8,4.166666666666670,32.833333333333300,41,0,-19.797609826821400,-1116.6769572714000
2019年11月17日15:52:23,9,4.166666666666670,32.833333333333300,42,0,-10.0,-1126.6769572714000
2019年11月17日15:52:28,10,6.0,47.17048136393230,36,1,-1.3522234444229800,-1128.0291807158200
2019年11月17日15:52:46,0,48.666666666666700,89.16666666666670,35,0,117.08403399101900,117.08403399101900
2019年11月17日15:52:53,1,40.0,89.33333333333330,31,0,-10.0,107.08403399101900
2019年11月17日15:53:01,2,5.783835093180340,42.97870381673180,31,0,-308.0173186491590,-200.93328465814100
2019年11月17日15:53:06,3,6.666666666666670,45.0,43,1,-4.87170596174991,-205.8049906198910
2019年11月17日15:53:14,4,6.666666666666670,45.0,43,0,-10.0,-215.8049906198910
2019年11月17日15:53:19,5,6.666666666666670,45.0,43,1,-10.0,-225.8049906198910
2019年11月17日15:53:26,6,6.666666666666670,45.0,44,0,-10.0,-235.8049906198910
2019年11月17日15:53:32,7,6.666666666666670,45.0,44,1,-10.0,-245.8049906198910
2019年11月17日15:53:39,8,6.795934677124020,42.93250020345050,51,0,-8.791727785093430,-254.59671840498400
2019年11月17日15:53:44,9,6.795934677124020,42.93250020345050,57,1,-10.0,-264.596718404984
2019年11月17日15:53:50,10,6.795934677124020,42.93250020345050,47,1,-10.0,-274.596718404984
2019年11月17日15:53:57,11,6.795934677124020,42.93250020345050,46,0,-10.0,-284.596718404984
2019年11月17日15:54:03,12,6.795934677124020,42.93250020345050,28,1,-10.0,-294.596718404984
2019年11月17日15:54:17,0,6.795934677124020,42.93250020345050,0,1,-10.0,-10.0
2019年11月17日15:54:24,1,6.795934677124020,42.93250020345050,55,1,-10.0,-20.0
2019年11月17日15:54:29,2,6.795934677124020,42.93250020345050,48,1,-10.0,-30.0
2019年11月17日15:54:35,3,6.795934677124020,42.93250020345050,29,1,-10.0,-40.0
2019年11月17日15:54:40,4,6.795934677124020,42.93250020345050,25,1,-10.0,-50.0
2019年11月17日15:54:48,5,6.795934677124020,42.93250020345050,28,0,-10.0,-60.0
2019年11月17日15:54:53,6,6.795934677124020,42.93250020345050,28,1,-10.0,-70.0
2019年11月17日15:55:00,7,6.795934677124020,42.93250020345050,43,0,-10.0,-80.0
2019年11月17日15:55:06,8,6.795934677124020,42.93250020345050,57,1,-10.0,-90.0
2019年11月17日15:55:13,9,46.6187998453776,3.539133389790850,29,0,95.22941022368800,5.229410223687980
2019年11月17日15:55:18,10,47.166666666666700,1.6666666666666700,54,1,-10.0,-4.770589776312020
2019年11月17日15:55:24,11,41.666666666666700,0.8333333333333330,57,1,-42.96219591424630,-47.73278569055830
2019年11月17日15:55:31,12,41.833333333333300,2.5,54,4,-10.0,-57.73278569055830
2019年11月17日15:55:38,13,41.833333333333300,2.5,54,0,-10.0,-67.73278569055830
2019年11月17日15:55:45,14,42.0,4.5,35,4,-10.0,-77.73278569055830
2019年11月17日15:55:52,15,42.0,4.5,58,0,-10.0,-87.73278569055830
2019年11月17日15:55:58,16,42.0,4.5,56,4,-10.0,-97.73278569055830
2019年11月17日15:56:06,17,93.33333333333330,20.0,56,0,521.9889195886080,424.25613389804900
2019年11月17日15:56:13,18,95.16666666666670,0.5,55,3,-32.03287468912610,392.2232592089230
2019年11月17日15:56:20,19,60.00347391764320,0.8333333333333330,33,0,-10.0,382.2232592089230
2019年11月17日15:56:25,20,71.33333333333330,1.8333333333333300,48,1,102.73381221640000,484.95707142532300
2019年11月17日15:56:30,21,70.96754964192710,3.022369384765630,60,1,-10.0,474.95707142532300
2019年11月17日15:56:36,22,70.96754964192710,3.022369384765630,61,1,-10.0,464.95707142532300
2019年11月17日15:56:42,23,259.1666666666670,64.16666666666670,59,3,1734.5248671963400,2199.481938621660
2019年11月17日15:56:50,24,68.33333333333330,7.666666666666670,61,0,-1769.0025816319900,430.4793569896700
2019年11月17日15:56:57,25,258.6666666666670,64.66666666666670,62,0,6.63146799878497,437.1108249884550
2019年11月17日15:57:04,26,258.5,64.33333333333330,60,3,64.50177948064000,501.6126044690950
2019年11月17日15:57:10,27,259.1666666666670,65.83333333333330,58,3,1713.989106398320,2215.601710867410
2019年11月17日15:57:17,28,258.5,63.833333333333300,60,3,6.5034125899016700,2222.1051234573200
2019年11月17日15:57:23,29,259.8333333333330,71.66666666666670,43,3,-10.0,2212.1051234573200
2019年11月17日15:57:29,30,7.166666666666670,35.49844868977870,57,3,-249.56924066768500,1962.535882789630
2019年11月17日15:57:35,31,51.666666666666700,2.0,58,1,-25.364136568647100,1937.1717462209800
2019年11月17日15:57:40,32,55.85164896647140,2.126373608907060,58,1,-38.064935638951500,1899.1068105820300
2019年11月17日15:57:48,33,258.6666666666670,66.0,58,0,1886.043380496570,3785.150191078600
2019年11月17日15:57:53,34,259.1666666666670,65.16666666666670,59,1,38.610826188682600,3823.7610172672900
2019年11月17日15:58:00,35,259.8333333333330,63.333333333333300,62,3,22.181711688131400,3845.9427289554200
2019年11月17日15:58:06,36,259.1666666666670,65.66666666666670,55,3,-23.04205113222350,3822.9006778231900
2019年11月17日15:58:14,37,258.5,66.5,37,0,39.56122355596410,3862.461901379160
2019年11月17日15:58:20,38,258.1666666666670,66.5,38,3,-8.594961232279240,3853.8669401468800
2019年11月17日15:58:26,39,257.73291015625,64.36749267578130,41,3,-9.819318246844550,3844.047621900040
2019年11月17日15:59:03,0,258.8333333333330,65.0,57,1,-11.831662635033000,-11.831662635033000
2019年11月17日15:59:10,1,258.8333333333330,64.66666666666670,58,3,-6.838872132273790,-18.67053476730680
2019年11月17日15:59:15,2,252.33333333333300,68.0,54,1,-60.70941431341740,-79.37994908072420
